-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2025 in LST
Location: latitude  34.04   longitude -4.99 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 575.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
1991,7,25,7.7462,29.44,36.01,2.46
1991,7,26,7.0447,32.87,28.56,2.53
1991,7,27,6.8897,33.62,29.38,3.17
1991,7,28,7.5518,30.18,34.36,4.34
1991,7,29,7.9001,24.49,45.37,4.16
1991,7,30,7.0582,21.8,51.54,4.56
1991,7,31,7.4748,22.91,40.69,2.79
1991,8,1,8.0395,28.74,27.12,3.26
1991,8,2,8.2066,31.45,22.86,2.82
1991,8,3,7.7498,31.67,23.0,2.57
1991,8,4,7.7153,33.05,22.76,3.19
1991,8,5,7.5888,33.07,27.42,2.95
1991,8,6,7.44,33.68,28.32,3.45
1991,8,7,7.4568,32.13,32.6,3.75
1991,8,8,7.3577,29.91,29.86,3.78
1991,8,9,7.3632,29.39,26.35,3.29
1991,8,10,7.4417,29.65,38.59,6.09
1991,8,11,7.247,30.12,35.17,4.28
1991,8,12,7.6397,32.52,26.05,4.33
1991,8,13,7.5223,33.67,20.66,3.63
1991,8,14,6.9262,30.98,31.32,2.23
1991,8,15,6.3142,29.98,35.29,2.74
1991,8,16,5.2699,29.75,35.64,2.15
1991,8,17,5.2812,30.11,35.6,3.17
1991,8,18,7.0399,27.97,45.32,2.83
1991,8,19,6.5107,31.66,35.78,2.96
1991,8,20,6.2918,33.7,30.42,2.05
1991,8,21,6.5345,30.24,40.46,3.35
1991,8,22,6.9811,27.71,45.37,4.03
1991,8,23,7.0042,27.25,45.7,2.79
1991,8,24,5.4919,29.19,41.86,3.45
1991,8,25,6.9869,28.07,48.82,3.25
1991,8,26,6.673,29.4,43.55,2.87
1991,8,27,6.6823,28.94,43.54,3.41
1991,8,28,6.4039,29.02,43.0,3.73
1991,8,29,6.5638,27.47,50.05,3.33
1991,8,30,6.2093,27.92,48.07,2.46
1991,8,31,6.5443,29.38,39.25,3.19
1991,9,1,7.0406,28.81,33.54,3.08
1991,9,2,7.2444,28.11,31.8,3.27
1991,9,3,5.8186,28.3,29.75,3.16
1991,9,4,6.3518,26.76,46.28,2.66
1991,9,5,6.2688,26.81,45.97,3.01
1991,9,6,5.7842,25.12,52.12,2.8
1991,9,7,6.6557,25.69,47.35,3.0
1991,9,8,6.5616,25.66,48.07,3.06
1991,9,9,6.4954,26.46,47.62,3.31
1991,9,10,5.7701,26.74,46.7,2.96
1991,9,11,6.1807,25.31,49.61,3.44
1991,9,12,6.3485,23.39,55.62,2.93
1991,9,13,5.789,24.33,48.04,1.98
1991,9,14,6.0329,26.12,43.79,2.39
1991,9,15,6.138,27.98,45.25,4.27
1991,9,16,6.2496,29.69,29.17,3.53
1991,9,17,6.1798,29.8,23.12,3.67
1991,9,18,6.2033,28.5,23.63,4.55
1991,9,19,6.1322,29.17,21.52,3.48
1991,9,20,5.3237,27.89,30.57,2.69
1991,9,21,5.5267,26.43,47.67,3.18
1991,9,22,5.4859,27.11,45.68,1.19
1991,9,23,5.0777,28.88,37.05,1.81
1991,9,24,4.519,26.51,48.37,3.1
1991,9,25,4.4638,21.93,63.29,4.43
1991,9,26,4.5194,20.15,59.01,3.23
1991,9,27,5.7986,20.28,43.02,3.17
1991,9,28,4.5847,18.27,53.02,5.16
1991,9,29,2.4358,15.75,72.47,6.59
1991,9,30,4.5206,15.55,73.49,5.15
1991,10,1,5.797,17.23,59.54,2.62
1991,10,2,5.6678,20.12,46.1,5.54
1991,10,3,4.986,21.01,49.38,5.57
1991,10,4,4.9289,21.42,48.98,3.8
1991,10,5,5.3431,20.68,49.03,2.51
1991,10,6,5.3323,22.12,46.94,3.33
1991,10,7,5.1396,21.59,49.78,3.13
1991,10,8,3.3036,18.7,70.5,4.1
1991,10,9,3.1562,17.7,72.67,4.41
1991,10,10,2.4038,17.73,68.62,5.9
1991,10,11,2.4521,15.8,68.27,6.84
1991,10,12,2.8008,16.91,66.22,5.23
1991,10,13,1.6207,15.46,79.55,4.49
1991,10,14,2.3858,14.77,79.55,3.56
1991,10,15,2.8879,13.25,79.65,3.61
1991,10,16,3.287,13.27,70.07,2.34
1991,10,17,3.6756,14.91,60.85,4.19
1991,10,18,3.595,16.08,64.41,3.32
1991,10,19,4.4126,15.86,74.31,3.42
1991,10,20,4.4266,15.53,67.61,2.04
1991,10,21,4.7047,15.38,57.65,3.0
1991,10,22,2.6038,13.95,75.56,2.01
1991,10,23,3.3221,14.9,63.92,1.99
1991,10,24,3.6718,17.97,56.94,2.48
1991,10,25,3.4202,17.53,65.13,3.89
1991,10,26,3.5954,15.73,75.22,3.81
1991,10,27,3.6809,14.08,71.28,1.86
1991,10,28,4.9114,13.93,62.19,2.33
1991,10,29,4.5672,16.55,45.71,2.33
1991,10,30,4.6022,17.58,42.02,2.31
1991,10,31,4.6013,16.9,42.31,2.58
1991,11,1,4.4232,18.21,39.47,2.29
1991,11,2,4.3502,18.48,38.7,2.58
1991,11,3,4.0906,18.77,39.3,2.53
1991,11,4,3.721,17.6,56.66,3.68
1991,11,5,3.1975,13.96,81.8,2.81
1991,11,6,4.2043,13.25,65.46,2.77
1991,11,7,4.4153,17.13,43.0,4.21
1991,11,8,4.3625,17.16,44.6,3.15
1991,11,9,4.0423,13.61,63.74,2.54
1991,11,10,4.1047,14.13,49.18,3.97
1991,11,11,4.0034,14.57,44.59,4.41
1991,11,12,4.1021,14.62,45.03,2.72
1991,11,13,3.0631,12.04,63.84,3.19
1991,11,14,1.6978,13.47,77.98,4.07
1991,11,15,3.2556,13.05,83.82,3.09
1991,11,16,2.3534,13.86,82.7,4.08
1991,11,17,3.444,13.68,80.27,2.19
1991,11,18,3.3984,13.56,73.62,2.47
1991,11,19,1.8408,12.76,80.76,4.86
1991,11,20,1.8972,9.96,79.23,6.06
1991,11,21,3.1459,8.56,69.4,4.75
1991,11,22,2.857,7.11,67.08,2.88
1991,11,23,4.0613,7.3,64.14,2.57
1991,11,24,3.6694,9.62,45.04,3.24
1991,11,25,3.7246,12.74,37.08,2.94
1991,11,26,3.888,13.5,36.63,3.4
1991,11,27,2.8555,14.29,33.89,3.63
1991,11,28,1.7801,11.5,58.88,2.93
1991,11,29,2.7967,10.86,66.71,2.93
1991,11,30,1.9867,12.18,70.62,4.59
1991,12,1,2.6424,9.93,81.42,3.45
1991,12,2,3.2054,9.51,77.82,3.69
1991,12,3,3.5683,10.66,67.39,2.33
1991,12,4,1.841,12.94,48.26,3.22
1991,12,5,2.7043,16.18,58.17,4.61
1991,12,6,1.4021,16.96,64.18,3.64
1991,12,7,1.2038,15.87,64.23,2.85
1991,12,8,2.2104,14.54,66.94,4.32
1991,12,9,1.7894,13.47,79.32,2.34
1991,12,10,2.4602,13.25,67.66,2.86
1991,12,11,2.411,13.51,64.22,2.7
1991,12,12,2.2853,13.91,67.53,2.64
1991,12,13,1.3236,12.71,81.0,2.58
1991,12,14,2.136,12.41,82.57,2.59
1991,12,15,1.2578,12.16,89.07,3.57
1991,12,16,2.0782,11.86,82.07,1.94
1991,12,17,3.0086,11.73,67.13,3.47
1991,12,18,3.2806,10.27,58.95,4.34
1991,12,19,3.2071,11.18,47.72,3.12
1991,12,20,3.2285,10.86,67.17,2.12
1991,12,21,3.3326,11.71,40.9,4.33
1991,12,22,3.108,13.53,26.74,2.29
1991,12,23,3.1234,12.7,36.04,2.99
1991,12,24,3.2172,12.82,41.41,2.58
1991,12,25,3.2179,12.92,43.92,4.2
1991,12,26,2.975,12.29,47.33,4.59
1991,12,27,3.2311,12.04,50.54,2.68
1991,12,28,3.3245,10.99,55.63,2.48
1991,12,29,2.9854,11.7,46.77,3.28
1991,12,30,3.2297,12.12,44.45,3.33
1991,12,31,3.0689,10.58,54.89,2.11
1992,1,1,3.0535,10.03,49.49,3.83
1992,1,2,3.2858,8.95,44.74,3.99
1992,1,3,3.293,8.85,47.77,3.16
1992,1,4,3.3869,8.07,48.79,2.7
1992,1,5,3.3506,7.94,47.17,2.9
1992,1,6,3.3482,10.24,39.55,3.1
1992,1,7,2.9148,14.67,39.31,2.87
1992,1,8,2.3347,12.73,48.84,3.17
1992,1,9,2.3772,11.89,62.61,3.08
1992,1,10,3.1834,10.22,76.22,2.43
1992,1,11,3.2558,8.41,72.45,2.59
1992,1,12,3.2088,8.73,64.2,2.91
1992,1,13,2.8159,10.44,49.4,3.07
1992,1,14,1.7921,12.27,49.12,2.48
1992,1,15,3.0434,10.77,58.77,2.83
1992,1,16,2.9477,9.75,64.73,5.15
1992,1,17,3.449,9.95,51.02,2.85
1992,1,18,3.605,10.61,45.79,2.56
1992,1,19,3.8194,10.36,39.73,3.06
1992,1,20,3.7414,8.11,61.22,3.4
1992,1,21,2.9942,8.35,81.34,3.43
1992,1,22,2.6107,8.52,80.72,2.8
1992,1,23,1.7726,7.4,81.9,4.81
1992,1,24,3.8261,6.9,66.78,2.35
1992,1,25,3.8664,7.58,51.95,4.5
1992,1,26,3.9646,8.94,57.24,3.32
1992,1,27,3.8326,8.45,51.93,3.8
1992,1,28,3.8642,8.95,49.49,3.99
1992,1,29,2.844,9.97,54.53,2.48
1992,1,30,2.839,10.77,57.96,2.54
1992,1,31,3.367,10.45,65.25,4.01
1992,2,1,3.2911,12.5,57.87,3.51
1992,2,2,2.6863,11.72,64.57,3.97
1992,2,3,3.8551,12.5,59.83,4.14
1992,2,4,3.9343,13.7,49.52,3.06
1992,2,5,4.2881,12.35,58.68,2.38
1992,2,6,4.0872,12.12,51.85,2.65
1992,2,7,3.9286,12.1,49.75,2.7
1992,2,8,4.195,11.89,42.48,3.16
1992,2,9,4.3937,12.16,42.11,2.7
1992,2,10,4.4057,12.93,36.57,2.18
1992,2,11,4.4148,12.42,41.0,3.22
1992,2,12,4.4609,13.07,39.34,3.61
1992,2,13,2.8706,10.96,62.24,2.71
1992,2,14,4.4904,13.43,55.43,2.79
1992,2,15,4.0092,16.15,35.9,2.32
1992,2,16,4.3015,17.14,42.48,2.49
1992,2,17,3.9007,17.16,56.63,2.48
1992,2,18,3.157,13.31,72.69,2.95
1992,2,19,1.5331,10.45,82.92,4.84
1992,2,20,1.3397,7.16,84.35,6.67
1992,2,21,3.3,8.31,68.39,4.1
1992,2,22,4.6894,12.3,47.9,6.53
1992,2,23,2.7014,12.99,48.96,4.78
1992,2,24,1.8386,10.64,71.39,3.22
1992,2,25,3.1606,10.74,73.8,2.95
1992,2,26,4.3776,12.09,67.46,1.92
1992,2,27,5.1317,12.27,56.19,2.71
1992,2,28,4.0318,14.27,41.74,5.55
1992,2,29,2.0669,14.14,47.79,5.45
1992,3,1,3.1154,13.93,54.02,4.71
1992,3,2,1.5475,12.31,64.27,3.99
1992,3,3,2.0664,12.46,66.61,4.66
1992,3,4,3.0343,12.73,68.48,2.17
1992,3,5,2.4958,12.34,77.72,1.96
1992,3,6,3.763,12.48,66.42,2.44
1992,3,7,5.2502,12.23,64.06,3.21
1992,3,8,5.6534,13.78,45.85,3.54
1992,3,9,5.1578,14.55,43.5,4.54
1992,3,10,4.793,12.41,52.76,6.76
1992,3,11,5.7691,13.93,46.45,5.76
1992,3,12,5.3702,14.12,41.64,3.79
1992,3,13,5.9153,14.1,47.19,3.1
1992,3,14,6.071,14.44,43.63,2.32
1992,3,15,6.0734,15.1,42.66,2.69
1992,3,16,6.1207,15.93,43.5,2.74
1992,3,17,6.109,16.22,46.25,2.29
1992,3,18,5.9316,16.36,47.89,2.55
1992,3,19,5.8078,16.76,43.78,4.76
1992,3,20,6.0857,14.77,50.23,6.3
1992,3,21,6.367,15.91,42.54,5.17
1992,3,22,6.4133,16.98,39.48,4.34
1992,3,23,6.4404,17.52,39.08,4.72
1992,3,24,3.8856,10.65,73.07,7.74
1992,3,25,2.1871,6.66,74.45,5.22
1992,3,26,4.1417,8.33,65.08,7.15
1992,3,27,4.5581,10.29,80.68,9.32
1992,3,28,4.4414,9.35,80.94,5.35
1992,3,29,3.9137,9.89,69.98,4.49
1992,3,30,4.5658,10.36,67.67,5.55
1992,3,31,2.3945,9.6,82.43,9.42
1992,4,1,3.8623,10.91,70.9,6.2
1992,4,2,6.0826,12.77,66.83,4.1
1992,4,3,2.4137,12.6,72.08,6.77
1992,4,4,2.6266,10.08,78.39,8.65
1992,4,5,2.9791,10.0,86.24,5.78
1992,4,6,3.5599,11.1,77.56,7.35
1992,4,7,3.3941,12.19,84.51,7.98
1992,4,8,2.4406,12.66,87.51,8.36
1992,4,9,5.8562,11.76,67.69,3.84
1992,4,10,7.1513,12.06,58.76,2.93
1992,4,11,7.0205,12.57,66.14,2.73
1992,4,12,7.1654,14.9,60.48,2.33
1992,4,13,7.1789,15.99,55.58,2.83
1992,4,14,7.1693,16.37,58.71,2.15
1992,4,15,7.3555,16.6,57.21,3.01
1992,4,16,6.9456,15.2,63.01,3.19
1992,4,17,7.5175,14.05,47.99,5.92
1992,4,18,7.2852,16.81,38.61,5.97
1992,4,19,7.3805,18.97,45.67,3.38
1992,4,20,6.293,20.41,48.17,3.36
1992,4,21,6.103,20.93,54.05,2.97
1992,4,22,6.391,21.29,54.67,2.93
1992,4,23,7.0807,20.09,58.46,2.72
1992,4,24,5.0561,19.88,59.74,3.42
1992,4,25,6.7476,18.36,66.58,2.76
1992,4,26,7.5214,19.67,57.79,2.04
1992,4,27,7.8854,22.25,50.1,2.71
1992,4,28,7.6008,22.48,47.9,2.87
1992,4,29,7.7959,20.51,52.51,3.0
1992,4,30,7.8221,20.18,48.35,5.26
1992,5,1,7.3846,21.16,40.33,4.03
1992,5,2,7.1201,17.6,54.88,6.41
1992,5,3,6.6629,13.76,57.45,5.56
1992,5,4,6.5652,13.43,62.62,2.99
1992,5,5,7.0594,16.77,57.79,4.84
1992,5,6,6.725,19.94,48.8,4.09
1992,5,7,4.0428,19.15,66.57,2.38
1992,5,8,3.3734,14.76,78.12,2.86
1992,5,9,7.4666,16.31,58.61,2.95
1992,5,10,8.0256,19.46,45.07,2.55
1992,5,11,7.3546,20.55,49.52,2.52
1992,5,12,7.9836,22.92,40.72,5.91
1992,5,13,5.641,21.03,57.55,4.9
1992,5,14,7.0774,21.68,60.84,1.9
1992,5,15,6.7582,23.76,51.73,3.05
1992,5,16,7.4585,24.65,49.04,5.46
1992,5,17,7.6133,24.5,46.33,3.14
1992,5,18,7.1467,25.57,44.95,2.88
1992,5,19,4.3162,23.7,48.48,2.0
1992,5,20,7.0834,25.4,41.39,2.21
1992,5,21,6.9691,22.68,56.38,3.52
1992,5,22,5.2416,20.28,62.59,3.96
1992,5,23,5.8776,17.63,64.14,4.64
1992,5,24,5.959,17.69,64.37,3.67
1992,5,25,6.4673,21.24,46.5,2.53
1992,5,26,6.1308,20.05,57.73,2.95
1992,5,27,7.0735,19.02,62.29,3.33
1992,5,28,7.1606,18.92,63.37,3.08
1992,5,29,7.9363,20.13,58.35,3.32
1992,5,30,8.237,20.01,66.45,3.12
1992,5,31,5.5858,19.18,73.73,3.84
1992,6,1,5.1833,17.15,69.58,5.06
1992,6,2,4.229,16.36,65.97,3.67
1992,6,3,6.1867,15.18,67.01,4.13
1992,6,4,7.9687,16.09,57.03,3.13
1992,6,5,8.0501,17.75,55.34,3.21
1992,6,6,6.7414,16.86,61.88,4.22
1992,6,7,7.7767,16.46,54.46,3.43
1992,6,8,7.7196,17.08,52.55,3.24
1992,6,9,4.7455,15.97,62.8,5.5
1992,6,10,7.0471,16.37,62.48,3.55
1992,6,11,7.1002,17.76,62.98,3.33
1992,6,12,5.8829,18.18,66.13,4.52
1992,6,13,1.6078,17.16,74.84,2.6
1992,6,14,1.7114,15.55,78.7,3.12
1992,6,15,3.4474,16.62,63.64,5.13
1992,6,16,6.6223,17.93,66.61,4.46
1992,6,17,5.8992,17.78,73.14,3.36
1992,6,18,7.3392,19.61,68.08,2.69
1992,6,19,8.1586,22.16,58.67,2.67
1992,6,20,5.6054,21.68,64.1,3.43
1992,6,21,0.7121,16.84,84.85,4.21
1992,6,22,3.8081,17.82,71.62,5.52
1992,6,23,4.9519,17.99,67.8,4.66
1992,6,24,7.9356,18.43,63.38,2.24
1992,6,25,8.4838,20.62,60.18,2.82
1992,6,26,8.3942,22.98,54.82,2.73
1992,6,27,8.473,24.18,54.32,2.69
1992,6,28,8.479,23.88,59.36,3.23
1992,6,29,7.9183,23.24,61.59,3.28
1992,6,30,8.1953,22.0,61.67,3.53
1992,7,1,8.4017,21.93,61.47,2.94
1992,7,2,8.2718,24.66,51.58,3.06
1992,7,3,8.2008,28.26,46.27,3.29
1992,7,4,8.1914,28.06,40.73,4.34
1992,7,5,8.2111,24.75,47.01,3.85
1992,7,6,7.7974,22.8,53.8,3.8
1992,7,7,7.5014,22.21,56.32,2.67
1992,7,8,7.1611,22.34,58.01,3.14
1992,7,9,8.0753,25.28,45.11,3.6
1992,7,10,7.7916,22.96,57.08,3.46
1992,7,11,8.1821,23.36,56.02,2.59
1992,7,12,8.2385,27.91,42.7,4.17
1992,7,13,7.939,30.5,35.03,4.5
1992,7,14,7.5943,31.11,35.23,3.55
1992,7,15,7.8662,29.05,40.52,3.11
1992,7,16,7.3884,26.88,45.58,2.66
1992,7,17,8.0412,27.17,32.21,4.4
1992,7,18,7.757,28.9,32.58,4.85
1992,7,19,7.9416,29.26,32.24,4.36
1992,7,20,7.434,27.51,44.22,4.38
1992,7,21,7.9366,25.62,55.74,3.18
1992,7,22,8.1626,26.71,42.81,2.43
1992,7,23,8.0544,26.5,37.76,2.91
1992,7,24,7.7551,26.18,38.77,2.38
1992,7,25,7.0586,27.99,41.33,2.72
1992,7,26,7.3121,29.41,38.88,2.2
1992,7,27,7.1412,30.74,34.0,2.81
1992,7,28,7.3954,29.82,29.41,4.04
1992,7,29,7.0678,30.72,27.76,4.2
1992,7,30,7.2286,27.45,46.26,3.25
1992,7,31,5.6707,28.47,48.01,2.36
1992,8,1,5.3122,29.19,45.69,4.42
1992,8,2,6.7121,30.56,37.35,3.51
1992,8,3,5.6338,29.31,44.98,4.1
1992,8,4,6.2736,31.46,37.92,2.05
1992,8,5,7.585,32.53,36.54,3.35
1992,8,6,7.5276,33.01,27.12,3.89
1992,8,7,6.7219,32.46,32.09,2.42
1992,8,8,6.3986,25.18,54.12,4.8
1992,8,9,7.44,22.62,46.72,3.04
1992,8,10,7.5043,25.4,38.17,2.91
1992,8,11,7.5684,26.34,39.08,2.99
1992,8,12,7.4494,30.23,33.6,2.91
1992,8,13,7.7153,30.16,31.54,3.26
1992,8,14,7.3723,24.49,39.89,3.97
1992,8,15,7.4482,24.31,38.12,2.23
1992,8,16,7.4503,30.33,28.63,3.12
1992,8,17,6.265,32.15,29.27,4.71
1992,8,18,6.007,32.97,25.55,4.25
1992,8,19,7.0766,29.83,35.55,3.77
1992,8,20,7.2835,25.78,46.19,2.87
1992,8,21,6.989,26.58,41.58,3.34
1992,8,22,5.4648,25.98,46.78,2.29
1992,8,23,7.0807,28.63,42.77,2.93
1992,8,24,6.0569,33.59,24.04,2.88
1992,8,25,6.5796,31.75,25.24,4.02
1992,8,26,7.2634,27.51,36.9,3.34
1992,8,27,6.9322,28.33,24.64,3.23
1992,8,28,6.7238,26.41,38.8,4.56
1992,8,29,6.4548,20.92,48.83,4.37
1992,8,30,7.2082,22.57,33.06,3.36
1992,8,31,6.8434,22.47,47.81,3.15
1992,9,1,7.331,26.19,37.4,2.95
1992,9,2,6.288,27.56,34.59,2.63
1992,9,3,6.8873,29.76,32.48,3.17
1992,9,4,7.0507,30.3,30.73,4.3
1992,9,5,6.9242,30.64,25.43,2.5
1992,9,6,6.618,29.17,27.89,3.04
1992,9,7,6.0511,25.07,49.49,3.73
1992,9,8,6.294,23.27,50.55,3.41
1992,9,9,5.6938,23.81,45.56,2.57
1992,9,10,5.8025,25.57,40.24,3.77
1992,9,11,5.6021,26.34,40.99,2.3
1992,9,12,5.3054,29.4,24.39,3.23
1992,9,13,6.2129,29.91,18.75,3.43
1992,9,14,5.424,31.17,17.04,3.79
1992,9,15,5.6388,31.11,16.43,3.31
1992,9,16,5.8025,30.48,15.84,4.54
1992,9,17,5.3078,29.99,19.96,3.36
1992,9,18,4.5782,29.44,24.4,3.37
1992,9,19,5.6774,26.88,33.62,3.03
1992,9,20,4.3109,25.32,37.41,3.17
1992,9,21,4.506,21.09,56.21,4.2
1992,9,22,5.8836,19.89,58.93,3.34
1992,9,23,5.8601,21.47,52.08,2.37
1992,9,24,5.3902,24.44,42.58,3.09
1992,9,25,4.1347,21.59,58.32,4.17
1992,9,26,3.3806,20.02,65.36,4.95
1992,9,27,3.6994,18.07,62.53,2.97
1992,9,28,5.561,20.32,41.88,2.98
1992,9,29,4.2814,20.09,51.55,2.76
1992,9,30,5.507,22.71,41.11,3.11
1992,10,1,5.8248,24.26,34.43,2.79
1992,10,2,5.5056,24.91,40.32,2.65
1992,10,3,5.0398,21.4,55.04,5.13
1992,10,4,3.3274,17.76,65.59,7.36
1992,10,5,4.0512,16.36,62.17,5.13
1992,10,6,5.2522,16.98,57.17,2.59
1992,10,7,3.5453,17.75,56.5,2.27
1992,10,8,2.1125,15.74,66.88,2.88
1992,10,9,3.4682,15.36,62.78,3.55
1992,10,10,4.152,14.99,65.45,3.54
1992,10,11,1.5566,13.66,72.18,4.53
1992,10,12,2.8706,14.35,73.24,4.18
1992,10,13,4.6402,15.12,60.55,1.99
1992,10,14,4.6819,18.15,38.24,2.42
1992,10,15,3.7284,19.46,40.36,4.12
1992,10,16,2.4619,17.9,71.59,7.26
1992,10,17,2.4439,16.08,81.99,4.87
1992,10,18,2.7708,17.95,74.72,3.04
1992,10,19,3.678,18.92,69.44,4.82
1992,10,20,2.9273,16.97,73.47,5.13
1992,10,21,2.8471,14.82,78.67,3.43
1992,10,22,3.9852,10.88,72.29,3.41
1992,10,23,4.8583,11.82,74.94,2.19
1992,10,24,4.933,15.23,59.21,2.8
1992,10,25,4.6123,18.93,41.79,3.4
1992,10,26,4.5977,17.94,52.04,3.07
1992,10,27,3.6024,15.19,75.47,3.53
1992,10,28,4.6534,15.85,75.52,2.02
1992,10,29,4.483,16.27,75.54,3.04
1992,10,30,1.8418,16.14,77.71,5.55
1992,10,31,2.3179,11.66,78.35,4.54
1992,11,1,4.2017,9.95,66.69,2.54
1992,11,2,4.4126,10.53,57.71,2.85
1992,11,3,4.3735,14.09,54.06,2.51
1992,11,4,4.3354,16.31,45.14,4.28
1992,11,5,4.1806,17.19,42.53,4.57
1992,11,6,3.4975,16.47,54.38,6.2
1992,11,7,2.0734,14.86,67.24,4.53
1992,11,8,3.0974,13.44,66.3,1.97
1992,11,9,3.2602,13.25,67.3,2.26
1992,11,10,4.1006,13.91,59.65,2.28
1992,11,11,4.1102,14.65,54.87,2.75
1992,11,12,3.815,15.05,70.56,3.34
1992,11,13,4.1004,15.87,75.58,2.23
1992,11,14,4.0397,16.01,63.68,2.84
1992,11,15,2.9285,14.86,68.16,4.59
1992,11,16,3.1817,11.14,80.81,5.57
1992,11,17,1.8259,11.46,86.28,5.07
1992,11,18,2.6784,12.33,81.39,2.48
1992,11,19,3.4776,12.78,77.15,1.77
1992,11,20,3.8539,14.77,53.16,2.49
1992,11,21,3.7514,15.51,41.87,2.95
1992,11,22,3.7548,15.07,43.19,2.98
1992,11,23,3.7358,14.95,46.92,2.72
1992,11,24,3.756,15.88,42.46,2.36
1992,11,25,3.6072,15.12,41.54,2.79
1992,11,26,3.6211,14.73,40.68,2.76
1992,11,27,3.5285,14.51,36.93,2.97
1992,11,28,3.4994,14.43,39.7,2.83
1992,11,29,3.4399,13.26,46.01,2.91
1992,11,30,3.4234,12.95,39.91,2.4
1992,12,1,3.0665,13.07,45.68,1.87
1992,12,2,3.2995,12.08,58.8,2.08
1992,12,3,1.8262,12.91,83.8,3.2
1992,12,4,1.8166,13.25,74.16,4.5
1992,12,5,1.3505,14.09,82.5,6.24
1992,12,6,3.3581,13.42,79.82,1.53
1992,12,7,1.679,12.51,81.75,5.61
1992,12,8,2.2097,9.64,79.55,5.5
1992,12,9,3.0473,8.21,70.99,2.71
1992,12,10,2.5368,10.07,58.7,2.13
1992,12,11,2.8546,10.89,61.24,4.47
1992,12,12,3.1973,12.3,43.97,5.09
1992,12,13,3.3473,11.83,46.26,3.35
1992,12,14,3.252,12.03,53.28,3.12
1992,12,15,1.7695,12.72,74.19,3.0
1992,12,16,2.1101,10.72,84.91,5.32
1992,12,17,2.8272,9.36,77.24,2.58
1992,12,18,2.9686,12.42,43.93,2.42
1992,12,19,1.9222,13.04,49.71,2.43
1992,12,20,2.5082,13.61,47.69,4.47
1992,12,21,1.3037,10.52,72.6,3.03
1992,12,22,2.239,10.28,72.15,2.4
1992,12,23,2.8205,10.35,59.26,2.75
1992,12,24,3.2081,11.51,55.35,2.78
1992,12,25,2.8354,11.38,62.23,1.85
1992,12,26,2.5272,10.34,75.08,2.09
1992,12,27,2.3489,9.95,78.31,2.67
1992,12,28,2.7725,9.96,67.47,3.95
1992,12,29,2.6542,9.45,65.09,4.48
1992,12,30,2.6525,8.84,61.84,3.06
1992,12,31,2.1646,7.92,77.33,2.49
1993,1,1,3.2026,8.72,67.91,2.8
1993,1,2,1.4282,8.41,79.42,2.64
1993,1,3,2.4362,6.68,83.94,3.08
1993,1,4,2.903,6.6,71.97,2.37
1993,1,5,3.2618,9.76,40.88,4.98
1993,1,6,3.3149,9.02,40.23,3.57
1993,1,7,3.2791,9.22,38.65,2.71
1993,1,8,3.3715,8.36,41.16,2.33
1993,1,9,3.2546,9.26,41.55,2.09
1993,1,10,3.2647,8.07,49.79,2.59
1993,1,11,2.9909,8.98,52.95,1.75
1993,1,12,3.372,9.14,66.55,1.99
1993,1,13,3.4637,10.58,55.97,2.31
1993,1,14,3.4188,11.0,48.8,2.46
1993,1,15,3.7678,10.22,46.15,2.76
1993,1,16,3.6386,10.37,38.58,3.45
1993,1,17,3.7176,9.76,42.24,2.75
1993,1,18,3.7217,9.26,48.2,2.87
1993,1,19,3.7697,9.52,55.23,2.72
1993,1,20,3.5412,9.89,56.4,2.86
1993,1,21,3.119,10.55,56.98,3.6
1993,1,22,2.5178,10.99,50.57,2.84
1993,1,23,3.4618,10.23,48.13,3.91
1993,1,24,3.0338,11.27,48.88,2.68
1993,1,25,3.865,9.83,60.28,2.93
1993,1,26,3.8318,9.12,56.12,2.5
1993,1,27,3.9718,10.6,46.84,2.77
1993,1,28,3.9658,10.44,46.87,2.97
1993,1,29,2.8078,9.42,65.95,4.67
1993,1,30,2.0688,6.41,86.3,2.27
1993,1,31,2.479,6.0,73.55,2.61
1993,2,1,2.5596,7.24,74.52,2.64
1993,2,2,3.0127,9.39,57.52,3.98
1993,2,3,3.317,8.97,59.85,3.97
1993,2,4,3.491,9.47,58.06,2.65
1993,2,5,3.9228,9.97,59.65,2.05
1993,2,6,3.7246,10.51,51.72,4.23
1993,2,7,3.7106,10.23,65.04,3.17
1993,2,8,3.9874,10.46,56.39,2.99
1993,2,9,4.2108,11.54,47.89,3.04
1993,2,10,3.8815,11.99,51.22,3.02
1993,2,11,2.6866,10.74,66.74,2.08
1993,2,12,3.4858,10.89,73.68,2.33
1993,2,13,3.7078,11.76,62.39,3.65
1993,2,14,4.411,13.14,49.74,3.29
